Point,Test,Output,Nominal,Spec,Weight,Pass/Fail
856,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",172.5,,,
"Parameters: length=180n, Vd=600m, Vg=1.1, width=120n",,,,,,
857,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",12.04e-6,,,
857,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",30.54e-6,,,
857,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",33.7e9,,,
857,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",674.1e-3,,,
857,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",59.53e-6,,,
857,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",1.949,,,
857,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",1.1,,,
857,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",600e-3,,,
857,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",281.1e-18,,,
857,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",425.9e-3,,,
857,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
857,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-264.4e-18,,,
857,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",4.946,,,
857,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",254.5,,,
"Parameters: length=180n, Vd=600m, Vg=1.1, width=240n",,,,,,
858,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",22.21e-6,,,
858,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",58.49e-6,,,
858,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",33.45e9,,,
858,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",651e-3,,,
858,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",118e-6,,,
858,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",2.017,,,
858,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",1.1,,,
858,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",600e-3,,,
858,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",561.1e-18,,,
858,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",449e-3,,,
858,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
858,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-535.5e-18,,,
858,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",5.311,,,
858,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",243.7,,,
"Parameters: length=180n, Vd=600m, Vg=1.1, width=480n",,,,,,
859,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",40.87e-6,,,
859,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",110.7e-6,,,
859,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",32.68e9,,,
859,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",634.7e-3,,,
859,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",230.1e-6,,,
859,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",2.079,,,
859,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",1.1,,,
859,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",600e-3,,,
859,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",1.121e-15,,,
859,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",465.3e-3,,,
859,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
859,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-1.078e-15,,,
859,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",5.631,,,
859,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",230.6,,,
"Parameters: length=180n, Vd=600m, Vg=1.1, width=1u",,,,,,
860,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",79.35e-6,,,
860,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",219.2e-6,,,
860,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",31.59e9,,,
860,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",624.3e-3,,,
860,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",462.9e-6,,,
860,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",2.112,,,
860,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",1.1,,,
860,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",600e-3,,,
860,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",2.332e-15,,,
860,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",475.7e-3,,,
860,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
860,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-2.243e-15,,,
860,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",5.834,,,
860,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",219.2,,,
"Parameters: length=180n, Vd=600m, Vg=1.2, width=120n",,,,,,
861,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",17.69e-6,,,
861,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",36.32e-6,,,
861,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",31.33e9,,,
861,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",774.1e-3,,,
861,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",55.56e-6,,,
861,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",1.53,,,
861,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",1.2,,,
861,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",600e-3,,,
861,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",282.2e-18,,,
861,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",425.9e-3,,,
861,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
861,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-265e-18,,,
861,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",3.141,,,
861,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",302.6,,,
"Parameters: length=180n, Vd=600m, Vg=1.2, width=240n",,,,,,
862,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",32.34e-6,,,
862,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",69.97e-6,,,
862,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",31.3e9,,,
862,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",751e-3,,,
862,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",110.8e-6,,,
862,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",1.583,,,
862,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",1.2,,,
862,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",600e-3,,,
862,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",563.3e-18,,,
862,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",449e-3,,,
862,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
862,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-537.3e-18,,,
862,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",3.425,,,
862,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",291.6,,,
"Parameters: length=180n, Vd=600m, Vg=1.2, width=480n",,,,,,
863,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",59.22e-6,,,
863,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",133.2e-6,,,
863,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",30.75e9,,,
863,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",734.7e-3,,,
863,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",217.4e-6,,,
863,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",1.632,,,
863,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",1.2,,,
863,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",600e-3,,,
863,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",1.125e-15,,,
863,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",465.3e-3,,,
863,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
863,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-1.082e-15,,,
863,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",3.671,,,
863,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",277.5,,,
"Parameters: length=180n, Vd=600m, Vg=1.2, width=1u",,,,,,
864,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",114.6e-6,,,
864,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",264.4e-6,,,
864,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",29.68e9,,,
864,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",724.3e-3,,,
864,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",436.6e-6,,,
864,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",1.652,,,
864,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",1.2,,,
864,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",600e-3,,,
864,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",2.342e-15,,,
864,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",475.7e-3,,,
864,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
864,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-2.251e-15,,,
864,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",3.809,,,
864,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",264.4,,,
"Parameters: length=180n, Vd=700m, Vg=100m, width=120n",,,,,,
865,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",54.43e-12,,,
865,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",82.94e-12,,,
865,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",5.766e6,,,
865,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",-325.1e-3,,,
865,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",2.717e-9,,,
865,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",32.8,,,
865,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",100e-3,,,
865,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",700e-3,,,
865,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",75e-18,,,
865,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",425.1e-3,,,
865,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
865,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-20.24e-18,,,
865,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",49.92,,,
865,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",691.1e-6,,,
"Parameters: length=180n, Vd=700m, Vg=100m, width=240n",,,,,,
866,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",55.41e-12,,,
866,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",83.5e-12,,,
866,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",2.941e6,,,
866,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",-348.2e-3,,,
866,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",2.745e-9,,,
866,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",32.97,,,
866,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",100e-3,,,
866,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",700e-3,,,
866,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",148.6e-18,,,
866,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",448.2e-3,,,
866,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
866,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-37.71e-18,,,
866,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",49.55,,,
866,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",347.9e-6,,,
"Parameters: length=180n, Vd=700m, Vg=100m, width=480n",,,,,,
867,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",66.38e-12,,,
867,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",99.61e-12,,,
867,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",1.759e6,,,
867,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",-364.5e-3,,,
867,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",3.278e-9,,,
867,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",33.05,,,
867,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",100e-3,,,
867,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",700e-3,,,
867,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",296.5e-18,,,
867,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",464.5e-3,,,
867,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
867,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-72.95e-18,,,
867,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",49.38,,,
867,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",207.5e-6,,,
"Parameters: length=180n, Vd=700m, Vg=100m, width=1u",,,,,,
868,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",95.4e-12,,,
868,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",143.1e-12,,,
868,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",1.212e6,,,
868,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",-374.9e-3,,,
868,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",4.703e-9,,,
868,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",33.07,,,
868,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",100e-3,,,
868,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",700e-3,,,
868,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",617.8e-18,,,
868,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",474.9e-3,,,
868,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
868,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-149.7e-18,,,
868,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",49.3,,,
868,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",143.1e-6,,,
"Parameters: length=180n, Vd=700m, Vg=200m, width=120n",,,,,,
869,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",1.3e-9,,,
869,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",2.015e-9,,,
869,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",108.8e6,,,
869,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",-225.1e-3,,,
869,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",61.54e-9,,,
869,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",30.55,,,
869,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",200e-3,,,
869,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",700e-3,,,
869,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",89.98e-18,,,
869,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",425.1e-3,,,
869,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
869,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-39.83e-18,,,
869,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",47.35,,,
869,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",16.79e-3,,,
"Parameters: length=180n, Vd=700m, Vg=200m, width=240n",,,,,,
870,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",1.383e-9,,,
870,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",2.106e-9,,,
870,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",62.49e6,,,
870,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",-248.2e-3,,,
870,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",65.87e-9,,,
870,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",31.28,,,
870,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",200e-3,,,
870,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",700e-3,,,
870,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",167.8e-18,,,
870,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",448.2e-3,,,
870,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
870,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-65.27e-18,,,
870,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",47.62,,,
870,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",8.775e-3,,,
"Parameters: length=180n, Vd=700m, Vg=200m, width=480n",,,,,,
871,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",1.697e-9,,,
871,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",2.56e-9,,,
871,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",40.03e6,,,
871,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",-264.5e-3,,,
871,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",81.09e-9,,,
871,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",31.68,,,
871,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",200e-3,,,
871,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",700e-3,,,
871,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",322.5e-18,,,
871,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",464.5e-3,,,
871,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
871,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-114.4e-18,,,
871,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",47.79,,,
871,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",5.334e-3,,,
"Parameters: length=180n, Vd=700m, Vg=200m, width=1u",,,,,,
872,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",2.465e-9,,,
872,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",3.704e-9,,,
872,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",28.56e6,,,
872,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",-274.9e-3,,,
872,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",118.1e-9,,,
872,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",31.88,,,
872,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",200e-3,,,
872,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",700e-3,,,
872,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",658.1e-18,,,
872,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",474.9e-3,,,
872,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
872,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-220.7e-18,,,
872,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",47.91,,,
872,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",3.704e-3,,,
"Parameters: length=180n, Vd=700m, Vg=300m, width=120n",,,,,,
873,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",19.51e-9,,,
873,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",32.71e-9,,,
873,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",943.1e6,,,
873,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",-125.1e-3,,,
873,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",806.5e-9,,,
873,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",24.66,,,
873,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",300e-3,,,
873,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",700e-3,,,
873,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",136.1e-18,,,
873,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",425.1e-3,,,
873,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
873,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-94.24e-18,,,
873,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",41.35,,,
873,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",272.6e-3,,,
"Parameters: length=180n, Vd=700m, Vg=300m, width=240n",,,,,,
874,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",23.86e-9,,,
874,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",38.53e-9,,,
874,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",654.9e6,,,
874,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",-148.2e-3,,,
874,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",1.008e-6,,,
874,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",26.17,,,
874,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",300e-3,,,
874,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",700e-3,,,
874,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",245.1e-18,,,
874,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",448.2e-3,,,
874,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
874,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-158.7e-18,,,
874,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",42.26,,,
874,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",160.5e-3,,,
"Parameters: length=180n, Vd=700m, Vg=300m, width=480n",,,,,,
875,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",31.82e-9,,,
875,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",50.33e-9,,,
875,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",478.8e6,,,
875,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",-164.5e-3,,,
875,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",1.368e-6,,,
875,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",27.19,,,
875,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",300e-3,,,
875,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",700e-3,,,
875,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",454.9e-18,,,
875,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",464.5e-3,,,
875,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
875,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-277.2e-18,,,
875,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",43.01,,,
875,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",104.9e-3,,,
"Parameters: length=180n, Vd=700m, Vg=300m, width=1u",,,,,,
876,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",48.56e-9,,,
876,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",75.98e-9,,,
876,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",372.2e6,,,
876,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",-174.9e-3,,,
876,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",2.116e-6,,,
876,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",27.85,,,
876,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",300e-3,,,
876,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",700e-3,,,
876,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",904.9e-18,,,
876,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",474.9e-3,,,
876,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
876,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-527.5e-18,,,
876,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",43.58,,,
876,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",75.98e-3,,,
"Parameters: length=180n, Vd=700m, Vg=400m, width=120n",,,,,,
877,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",136.7e-9,,,
877,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",278.8e-9,,,
877,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",4.189e9,,,
877,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",-25.11e-3,,,
877,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",5.159e-6,,,
877,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",18.5,,,
877,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",400e-3,,,
877,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",700e-3,,,
877,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",196e-18,,,
877,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",425.1e-3,,,
877,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
877,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-163.6e-18,,,
877,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",37.75,,,
877,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",2.324,,,
"Parameters: length=180n, Vd=700m, Vg=400m, width=240n",,,,,,
878,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",197.3e-9,,,
878,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",376.6e-9,,,
