Point,Test,Output,Nominal,Spec,Weight,Pass/Fail
148,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",400e-3,,,
148,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",462.4e-18,,,
148,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",538.8e-3,,,
148,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
148,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-149.3e-18,,,
148,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",23.12,,,
148,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",86.36e-6,,,
"Parameters: length=90n, Vd=400m, Vg=200m, width=120n",,,,,,
149,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",1.094e-9,,,
149,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",851.7e-12,,,
149,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",73.91e6,,,
149,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",-298e-3,,,
149,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",26.31e-9,,,
149,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",30.89,,,
149,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",200e-3,,,
149,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",400e-3,,,
149,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",56.65e-18,,,
149,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",498e-3,,,
149,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
149,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-21.12e-18,,,
149,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",24.05,,,
149,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",7.097e-3,,,
"Parameters: length=90n, Vd=400m, Vg=200m, width=240n",,,,,,
150,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",1.404e-9,,,
150,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",1.046e-9,,,
150,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",46.58e6,,,
150,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",-315.9e-3,,,
150,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",32.69e-9,,,
150,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",31.25,,,
150,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",200e-3,,,
150,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",400e-3,,,
150,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",111.7e-18,,,
150,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",515.9e-3,,,
150,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
150,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-40.06e-18,,,
150,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",23.28,,,
150,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",4.358e-3,,,
"Parameters: length=90n, Vd=400m, Vg=200m, width=480n",,,,,,
151,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",1.912e-9,,,
151,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",1.398e-9,,,
151,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",31.57e6,,,
151,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",-330e-3,,,
151,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",43.97e-9,,,
151,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",31.45,,,
151,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",200e-3,,,
151,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",400e-3,,,
151,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",221.7e-18,,,
151,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",530e-3,,,
151,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
151,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-77.46e-18,,,
151,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",23,,,
151,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",2.913e-3,,,
"Parameters: length=90n, Vd=400m, Vg=200m, width=1u",,,,,,
152,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",2.957e-9,,,
152,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",2.128e-9,,,
152,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",23.21e6,,,
152,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",-338.8e-3,,,
152,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",67.14e-9,,,
152,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",31.55,,,
152,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",200e-3,,,
152,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",400e-3,,,
152,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",460.3e-18,,,
152,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",538.8e-3,,,
152,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
152,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-158.7e-18,,,
152,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",22.7,,,
152,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",2.128e-3,,,
"Parameters: length=90n, Vd=400m, Vg=300m, width=120n",,,,,,
153,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",18.42e-9,,,
153,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",15.42e-9,,,
153,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",940.6e6,,,
153,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",-198e-3,,,
153,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",406.1e-9,,,
153,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",26.34,,,
153,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",300e-3,,,
153,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",400e-3,,,
153,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",68.72e-18,,,
153,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",498e-3,,,
153,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
153,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-35.98e-18,,,
153,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",22.05,,,
153,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",128.5e-3,,,
"Parameters: length=90n, Vd=400m, Vg=300m, width=240n",,,,,,
154,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",25.77e-9,,,
154,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",20.34e-9,,,
154,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",680.4e6,,,
154,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",-215.9e-3,,,
154,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",558.1e-9,,,
154,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",27.43,,,
154,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",300e-3,,,
154,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",400e-3,,,
154,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",130.6e-18,,,
154,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",515.9e-3,,,
154,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
154,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-64.29e-18,,,
154,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",21.66,,,
154,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",84.77e-3,,,
"Parameters: length=90n, Vd=400m, Vg=300m, width=480n",,,,,,
155,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",36.86e-9,,,
155,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",28.32e-9,,,
155,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",502.6e6,,,
155,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",-230e-3,,,
155,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",795.4e-9,,,
155,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",28.09,,,
155,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",300e-3,,,
155,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",400e-3,,,
155,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",251.9e-18,,,
155,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",530e-3,,,
155,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
155,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-117.6e-18,,,
155,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",21.58,,,
155,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",59e-3,,,
"Parameters: length=90n, Vd=400m, Vg=300m, width=1u",,,,,,
156,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",58.8e-9,,,
156,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",44.19e-9,,,
156,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",390e6,,,
156,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",-238.8e-3,,,
156,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",1.261e-6,,,
156,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",28.53,,,
156,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",300e-3,,,
156,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",400e-3,,,
156,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",514.4e-18,,,
156,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",538.8e-3,,,
156,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
156,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-232.1e-18,,,
156,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",21.44,,,
156,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",44.19e-3,,,
"Parameters: length=90n, Vd=400m, Vg=400m, width=120n",,,,,,
157,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",161e-9,,,
157,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",154.2e-9,,,
157,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",5.121e9,,,
157,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",-98.04e-3,,,
157,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",3.08e-6,,,
157,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",19.98,,,
157,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",400e-3,,,
157,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",400e-3,,,
157,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",95.73e-18,,,
157,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",498e-3,,,
157,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
157,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-67.7e-18,,,
157,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",19.13,,,
157,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",1.285,,,
"Parameters: length=90n, Vd=400m, Vg=400m, width=240n",,,,,,
158,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",253.7e-9,,,
158,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",227.8e-9,,,
158,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",4.213e9,,,
158,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",-115.9e-3,,,
158,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",4.762e-6,,,
158,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",20.91,,,
158,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",400e-3,,,
158,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",400e-3,,,
158,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",179.9e-18,,,
158,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",515.9e-3,,,
158,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
158,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-123.7e-18,,,
158,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",18.77,,,
158,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",949.1e-3,,,
"Parameters: length=90n, Vd=400m, Vg=400m, width=480n",,,,,,
159,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",393.4e-9,,,
159,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",341.6e-9,,,
159,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",3.428e9,,,
159,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",-130e-3,,,
159,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",7.37e-6,,,
159,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",21.57,,,
159,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",400e-3,,,
159,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",400e-3,,,
159,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",342.2e-18,,,
159,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",530e-3,,,
159,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
159,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-227.7e-18,,,
159,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",18.73,,,
159,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",711.7e-3,,,
"Parameters: length=90n, Vd=400m, Vg=400m, width=1u",,,,,,
160,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",668.3e-9,,,
160,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",564.2e-9,,,
160,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",2.878e9,,,
160,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",-138.8e-3,,,
160,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",12.49e-6,,,
160,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",22.14,,,
160,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",400e-3,,,
160,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",400e-3,,,
160,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",690.7e-18,,,
160,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",538.8e-3,,,
160,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
160,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-448.3e-18,,,
160,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",18.69,,,
160,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",564.2e-3,,,
"Parameters: length=90n, Vd=400m, Vg=500m, width=120n",,,,,,
161,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",821.4e-9,,,
161,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",910.9e-9,,,
161,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",18.22e9,,,
161,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",1.963e-3,,,
161,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",14.27e-6,,,
161,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",15.67,,,
161,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",500e-3,,,
161,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",400e-3,,,
161,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",124.7e-18,,,
161,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",498e-3,,,
161,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
161,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-101.3e-18,,,
161,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",17.38,,,
161,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",7.591,,,
"Parameters: length=90n, Vd=400m, Vg=500m, width=240n",,,,,,
162,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",1.389e-6,,,
162,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",1.446e-6,,,
162,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",15.68e9,,,
162,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",-15.88e-3,,,
162,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",23.61e-6,,,
162,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",16.33,,,
162,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",500e-3,,,
162,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",400e-3,,,
162,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",239.6e-18,,,
162,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",515.9e-3,,,
162,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
162,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-194.7e-18,,,
162,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",17,,,
162,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",6.023,,,
"Parameters: length=90n, Vd=400m, Vg=500m, width=480n",,,,,,
163,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",2.268e-6,,,
163,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",2.282e-6,,,
163,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",13.18e9,,,
163,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",-29.97e-3,,,
163,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",38.34e-6,,,
163,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",16.8,,,
163,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",500e-3,,,
163,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",400e-3,,,
163,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",462.8e-18,,,
163,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",530e-3,,,
163,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
163,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-372.5e-18,,,
163,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",16.9,,,
163,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",4.754,,,
"Parameters: length=90n, Vd=400m, Vg=500m, width=1u",,,,,,
164,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",4.011e-6,,,
164,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",3.933e-6,,,
164,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",11.4e9,,,
164,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",-38.84e-3,,,
164,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",67.43e-6,,,
164,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",17.15,,,
164,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",500e-3,,,
164,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",400e-3,,,
164,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",941.7e-18,,,
164,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",538.8e-3,,,
164,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
164,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-750.2e-18,,,
164,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",16.81,,,
164,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",3.933,,,
"Parameters: length=90n, Vd=400m, Vg=600m, width=120n",,,,,,
165,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",2.65e-6,,,
165,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",3.455e-6,,,
165,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",42.02e9,,,
165,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",102e-3,,,
165,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",37.85e-6,,,
165,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",10.96,,,
165,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",600e-3,,,
165,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",400e-3,,,
165,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",143.4e-18,,,
165,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",498e-3,,,
165,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
165,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-122.9e-18,,,
165,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",14.28,,,
165,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",28.79,,,
"Parameters: length=90n, Vd=400m, Vg=600m, width=240n",,,,,,
166,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",4.785e-6,,,
166,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",5.897e-6,,,
166,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",39.01e9,,,
166,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",84.12e-3,,,
166,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",68.89e-6,,,
166,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",11.68,,,
166,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",600e-3,,,
166,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",400e-3,,,
166,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",281.1e-18,,,
166,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",515.9e-3,,,
166,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
166,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-243.8e-18,,,
166,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",14.4,,,
166,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",24.57,,,
"Parameters: length=90n, Vd=400m, Vg=600m, width=480n",,,,,,
167,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",8.263e-6,,,
167,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",9.851e-6,,,
167,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",34.94e9,,,
167,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",70.03e-3,,,
167,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",121.2e-6,,,
167,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",12.31,,,
167,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",600e-3,,,
167,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",400e-3,,,
167,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",552.2e-18,,,
167,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",530e-3,,,
167,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
167,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-479.4e-18,,,
167,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",14.67,,,
167,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",20.52,,,
"Parameters: length=90n, Vd=400m, Vg=600m, width=1u",,,,,,
168,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",15.14e-6,,,
168,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",17.66e-6,,,
168,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",31.5e9,,,
168,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",61.16e-3,,,
168,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",224.9e-6,,,
168,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",12.74,,,
168,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",600e-3,,,
168,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",400e-3,,,
168,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",1.136e-15,,,
168,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",538.8e-3,,,
168,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
168,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-982.8e-18,,,
168,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",14.85,,,
168,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",17.66,,,
"Parameters: length=90n, Vd=400m, Vg=700m, width=120n",,,,,,
169,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",5.779e-6,,,
169,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",8.407e-6,,,
169,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",62.3e9,,,
169,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",201.9e-3,,,
169,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",59.8e-6,,,
169,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",7.112,,,
169,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",700e-3,,,
169,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",400e-3,,,
169,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",152.7e-18,,,
169,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",498.1e-3,,,
169,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
169,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-133.7e-18,,,
